Ground,Margin,Match_Date,Team1,Team2,matchID,winner
Rawalpindi,8 wickets,8-Nov-20,Pakistan,Zimbabwe,1106,Pakistan
Rawalpindi,8 wickets,10-Nov-20,Pakistan,Zimbabwe,1107,Pakistan
Auckland,5 wickets,27-Nov-20,New Zealand,West Indies,1108,New Zealand
Cape Town,5 wickets,27-Nov-20,South Africa,England,1109,England
Mount Maunganui,72 runs,29-Nov-20,New Zealand,West Indies,1110,New Zealand
Paarl,4 wickets,29-Nov-20,South Africa,England,1111,England
Mount Maunganui,-,30-Nov-20,New Zealand,West Indies,1112,no result
Cape Town,9 wickets,1-Dec-20,South Africa,England,1113,England
Canberra,11 runs,4-Dec-20,Australia,India,1114,India
Sydney,6 wickets,6-Dec-20,Australia,India,1115,India
Sydney,12 runs,8-Dec-20,Australia,India,1116,Australia
Auckland,5 wickets,18-Dec-20,New Zealand,Pakistan,1117,New Zealand
Hamilton,9 wickets,20-Dec-20,New Zealand,Pakistan,1118,New Zealand
Napier,4 wickets,22-Dec-20,New Zealand,Pakistan,1119,Pakistan
Lahore,3 runs,11-Feb-21,Pakistan,South Africa,1120,Pakistan
Lahore,6 wickets,13-Feb-21,Pakistan,South Africa,1121,South Africa
Lahore,4 wickets,14-Feb-21,Pakistan,South Africa,1122,Pakistan
Christchurch,53 runs,22-Feb-21,New Zealand,Australia,1123,New Zealand
Dunedin,4 runs,25-Feb-21,New Zealand,Australia,1124,New Zealand
Wellington,64 runs,3-Mar-21,New Zealand,Australia,1125,Australia
Coolidge,4 wickets,3-Mar-21,West Indies,Sri Lanka,1126,West Indies
Wellington,50 runs,5-Mar-21,New Zealand,Australia,1127,Australia
Coolidge,43 runs,5-Mar-21,West Indies,Sri Lanka,1128,Sri Lanka
Wellington,7 wickets,7-Mar-21,New Zealand,Australia,1129,New Zealand
Coolidge,3 wickets,7-Mar-21,West Indies,Sri Lanka,1130,West Indies
Ahmedabad,8 wickets,12-Mar-21,India,England,1131,England
Ahmedabad,7 wickets,14-Mar-21,India,England,1132,India
Ahmedabad,8 wickets,16-Mar-21,India,England,1133,England
Abu Dhabi,48 runs,17-Mar-21,Afghanistan,Zimbabwe,1134,Afghanistan
Ahmedabad,8 runs,18-Mar-21,India,England,1135,India
Abu Dhabi,45 runs,19-Mar-21,Afghanistan,Zimbabwe,1136,Afghanistan
Abu Dhabi,47 runs,20-Mar-21,Afghanistan,Zimbabwe,1137,Afghanistan
Ahmedabad,36 runs,20-Mar-21,India,England,1138,India
Hamilton,66 runs,28-Mar-21,New Zealand,Bangladesh,1139,New Zealand
Napier,28 runs,30-Mar-21,New Zealand,Bangladesh,1140,New Zealand
Auckland,65 runs,1-Apr-21,New Zealand,Bangladesh,1141,New Zealand
Windhoek,7 wickets,3-Apr-21,Namibia,Uganda,1142,Namibia
Windhoek,20 runs,5-Apr-21,Namibia,Uganda,1143,Namibia
Windhoek,65 runs,5-Apr-21,Namibia,Uganda,1144,Namibia
Johannesburg,4 wickets,10-Apr-21,South Africa,Pakistan,1145,Pakistan
Johannesburg,6 wickets,12-Apr-21,South Africa,Pakistan,1146,South Africa
Centurion,9 wickets,14-Apr-21,South Africa,Pakistan,1147,Pakistan
Centurion,3 wickets,16-Apr-21,South Africa,Pakistan,1148,Pakistan
Kirtipur,9 wickets,17-Apr-21,Nepal,Netherlands,1149,Nepal
Kirtipur,15 runs,18-Apr-21,Malaysia,Netherlands,1150,Netherlands
Kirtipur,9 wickets,19-Apr-21,Nepal,Malaysia,1151,Nepal
Kirtipur,3 wickets,20-Apr-21,Nepal,Netherlands,1152,Netherlands
Kirtipur,-,21-Apr-21,Malaysia,Netherlands,1153,tied
Harare,11 runs,21-Apr-21,Zimbabwe,Pakistan,1154,Pakistan
Kirtipur,69 runs,22-Apr-21,Nepal,Malaysia,1155,Nepal
Harare,19 runs,23-Apr-21,Zimbabwe,Pakistan,1156,Zimbabwe
Kirtipur,142 runs,24-Apr-21,Nepal,Netherlands,1157,Nepal
Harare,24 runs,25-Apr-21,Zimbabwe,Pakistan,1158,Pakistan
Vinor,9 wickets,21-May-21,Czech Rep.,Luxembourg,1159,Czech Rep.
Vinor,5 runs,21-May-21,Austria,Luxembourg,1160,Austria
Vinor,78 runs,22-May-21,Czech Rep.,Austria,1161,Austria
Vinor,6 wickets,22-May-21,Czech Rep.,Luxembourg,1162,Luxembourg
Vinor,5 wickets,23-May-21,Austria,Luxembourg,1163,Luxembourg
Vinor,4 wickets,23-May-21,Czech Rep.,Austria,1164,Austria
Cardiff,8 wickets,23-Jun-21,England,Sri Lanka,1165,England
Sofia,61 runs,24-Jun-21,Bulgaria,Serbia,1166,Bulgaria
Sofia,3 wickets,24-Jun-21,Greece,Romania,1167,Romania
Cardiff,5 wickets,24-Jun-21,England,Sri Lanka,1168,England
Sofia,5 wickets,25-Jun-21,Greece,Serbia,1169,Greece
Sofia,7 wickets,25-Jun-21,Bulgaria,Romania,1170,Romania
Sofia,91 runs,25-Jun-21,Romania,Serbia,1171,Romania
Sofia,64 runs,26-Jun-21,Bulgaria,Greece,1172,Bulgaria
Sofia,10 wickets,26-Jun-21,Romania,Serbia,1173,Romania
Southampton,89 runs,26-Jun-21,England,Sri Lanka,1174,England
Sofia,-,26-Jun-21,Bulgaria,Greece,1175,no result
St George's,8 wickets,26-Jun-21,West Indies,South Africa,1176,West Indies
Sofia,7 wickets,27-Jun-21,Bulgaria,Romania,1177,Romania
St George's,16 runs,27-Jun-21,West Indies,South Africa,1178,South Africa
St George's,1 run,29-Jun-21,West Indies,South Africa,1179,South Africa
St George's,21 runs,1-Jul-21,West Indies,South Africa,1180,West Indies
St George's,25 runs,3-Jul-21,West Indies,South Africa,1181,South Africa
Marsa,6 wickets,8-Jul-21,Malta,Belgium,1182,Malta
Marsa,10 wickets,8-Jul-21,Malta,Belgium,1183,Belgium
Marsa,4 wickets,9-Jul-21,Malta,Belgium,1184,Belgium
Gros Islet,18 runs,9-Jul-21,West Indies,Australia,1185,West Indies
Marsa,,10-Jul-21,Malta,Belgium,1186,Malta
Marsa,39 runs,10-Jul-21,Malta,Belgium,1187,Belgium
Gros Islet,56 runs,10-Jul-21,West Indies,Australia,1188,West Indies
Gros Islet,6 wickets,12-Jul-21,West Indies,Australia,1189,West Indies
Gros Islet,4 runs,14-Jul-21,West Indies,Australia,1190,Australia
Nottingham,31 runs,16-Jul-21,England,Pakistan,1191,Pakistan
Gros Islet,16 runs,16-Jul-21,West Indies,Australia,1192,West Indies
Leeds,45 runs,18-Jul-21,England,Pakistan,1193,England
Dublin (Malahide),33 runs,19-Jul-21,Ireland,South Africa,1194,South Africa
Manchester,3 wickets,20-Jul-21,England,Pakistan,1195,England
Harare,8 wickets,22-Jul-21,Zimbabwe,Bangladesh,1196,Bangladesh
Belfast,42 runs,22-Jul-21,Ireland,South Africa,1197,South Africa
Harare,23 runs,23-Jul-21,Zimbabwe,Bangladesh,1198,Zimbabwe
Waterloo,7 wickets,24-Jul-21,Belgium,Austria,1199,Belgium
Waterloo,12 runs,24-Jul-21,Belgium,Austria,1200,Belgium
Belfast,49 runs,24-Jul-21,Ireland,South Africa,1201,South Africa
Waterloo,6 wickets,25-Jul-21,Belgium,Austria,1202,Austria
Harare,5 wickets,25-Jul-21,Zimbabwe,Bangladesh,1203,Bangladesh
Colombo (RPS),38 runs,25-Jul-21,Sri Lanka,India,1204,India
Bridgetown,-,28-Jul-21,West Indies,Pakistan,1205,no result
Colombo (RPS),4 wickets,28-Jul-21,Sri Lanka,India,1206,Sri Lanka
Colombo (RPS),7 wickets,29-Jul-21,Sri Lanka,India,1207,Sri Lanka
Providence,7 runs,31-Jul-21,West Indies,Pakistan,1208,Pakistan
Providence,-,1-Aug-21,West Indies,Pakistan,1209,no result
Mirpur,23 runs,3-Aug-21,Bangladesh,Australia,1210,Bangladesh
Providence,-,3-Aug-21,West Indies,Pakistan,1211,no result
Mirpur,5 wickets,4-Aug-21,Bangladesh,Australia,1212,Bangladesh
Krefeld,5 wickets,5-Aug-21,Germany,Norway,1213,Germany
Krefeld,4 wickets,5-Aug-21,France,Norway,1214,France
Krefeld,2 wickets,6-Aug-21,Germany,France,1215,Germany
Mirpur,10 runs,6-Aug-21,Bangladesh,Australia,1216,Bangladesh
Krefeld,48 runs,7-Aug-21,Germany,France,1217,Germany
Mirpur,3 wickets,7-Aug-21,Bangladesh,Australia,1218,Australia
Krefeld,3 runs,7-Aug-21,France,Norway,1219,Norway
Krefeld,51 runs,8-Aug-21,Germany,Norway,1220,Norway
Krefeld,6 wickets,8-Aug-21,Germany,Norway,1221,Germany
Mirpur,60 runs,9-Aug-21,Bangladesh,Australia,1222,Bangladesh
Brondby,8 runs,14-Aug-21,Denmark,Sweden,1223,Denmark
Brondby,3 wickets,14-Aug-21,Denmark,Sweden,1224,Sweden
Brondby,6 wickets,15-Aug-21,Denmark,Sweden,1225,Denmark
Rwanda,1 wicket,18-Aug-21,Rwanda,Ghana,1226,Rwanda
Rwanda,2 wickets,18-Aug-21,Rwanda,Ghana,1227,Ghana
Albergaria,6 wickets,19-Aug-21,Portugal,Malta,1228,Portugal
Rwanda,57 runs,20-Aug-21,Rwanda,Ghana,1229,Rwanda
Albergaria,8 wickets,20-Aug-21,Gibraltar,Malta,1230,Malta
Rwanda,,20-Aug-21,Rwanda,Ghana,1231,Ghana
Kerava,4 wickets,21-Aug-21,Finland,Sweden,1232,Finland
Albergaria,96 runs,21-Aug-21,Portugal,Gibraltar,1233,Portugal
Rwanda,7 wickets,21-Aug-21,Rwanda,Ghana,1234,Ghana
Kerava,4 wickets,21-Aug-21,Finland,Sweden,1235,Finland
Albergaria,4 runs,21-Aug-21,Gibraltar,Malta,1236,Malta
Kerava,3 wickets,22-Aug-21,Finland,Sweden,1237,Sweden
Albergaria,110 runs,22-Aug-21,Portugal,Gibraltar,1238,Portugal
Kerava,6 wickets,22-Aug-21,Finland,Sweden,1239,Sweden
Albergaria,3 wickets,22-Aug-21,Portugal,Malta,1240,Portugal
Dublin,3 runs,27-Aug-21,Ireland,Zimbabwe,1241,Zimbabwe
Dublin,7 wickets,29-Aug-21,Ireland,Zimbabwe,1242,Ireland
Mirpur,7 wickets,1-Sep-21,Bangladesh,New Zealand,1243,Bangladesh
Bready,40 runs,1-Sep-21,Ireland,Zimbabwe,1244,Ireland
Ilfov County,62 runs,2-Sep-21,Bulgaria,Luxembourg,1245,Luxembourg
Ilfov County,5 runs,2-Sep-21,Czech Rep.,Hungary,1246,Hungary
Ilfov County,4 wickets,2-Sep-21,Luxembourg,Malta,1247,Luxembourg
Bready,64 runs,2-Sep-21,Ireland,Zimbabwe,1248,Ireland
Ilfov County,35 runs,3-Sep-21,Romania,Czech Rep.,1249,Romania
Ilfov County,7 wickets,3-Sep-21,Bulgaria,Malta,1250,Malta
Mirpur,4 runs,3-Sep-21,Bangladesh,New Zealand,1251,Bangladesh
Ilfov County,8 runs,3-Sep-21,Romania,Hungary,1252,Romania
Ilfov County,7 wickets,4-Sep-21,Bulgaria,Czech Rep.,1253,Czech Rep.
Ilfov County,2 runs,4-Sep-21,Hungary,Luxembourg,1254,Luxembourg
Ilfov County,36 runs,4-Sep-21,Romania,Malta,1255,Romania
Bready,5 runs,4-Sep-21,Ireland,Zimbabwe,1256,Zimbabwe
Ilfov County,33 runs,5-Sep-21,Romania,Luxembourg,1257,Romania
Mirpur,52 runs,5-Sep-21,Bangladesh,New Zealand,1258,New Zealand
Ilfov County,8 wickets,5-Sep-21,Hungary,Malta,1259,Hungary
Mirpur,6 wickets,8-Sep-21,Bangladesh,New Zealand,1260,Bangladesh
Entebbe,-,10-Sep-21,Uganda,Kenya,1261,no result
Almeria,7 wickets,10-Sep-21,Spain,Germany,1262,Germany
Mirpur,27 runs,10-Sep-21,Bangladesh,New Zealand,1263,New Zealand
Entebbe,22 runs,10-Sep-21,Uganda,Kenya,1264,Kenya
Colombo (RPS),28 runs,10-Sep-21,Sri Lanka,South Africa,1265,South Africa
Entebbe,8 wickets,11-Sep-21,Kenya,Nigeria,1266,Kenya
Almeria,5 wickets,11-Sep-21,Spain,Germany,1267,Spain
Entebbe,56 runs,11-Sep-21,Uganda,Nigeria,1268,Uganda
Almeria,1 wicket,11-Sep-21,Spain,Germany,1269,Spain
Colombo (RPS),9 wickets,12-Sep-21,Sri Lanka,South Africa,1270,South Africa
Entebbe,8 wickets,13-Sep-21,Uganda,Nigeria,1271,Uganda
Entebbe,61 runs,13-Sep-21,Kenya,Nigeria,1272,Kenya
Colombo (RPS),10 wickets,14-Sep-21,Sri Lanka,South Africa,1273,South Africa
Entebbe,4 wickets,15-Sep-21,Uganda,Kenya,1274,Uganda
Entebbe,55 runs,15-Sep-21,Uganda,Nigeria,1275,Uganda
Edinburgh,7 runs,15-Sep-21,Scotland,Zimbabwe,1276,Scotland
Entebbe,4 runs,16-Sep-21,Kenya,Nigeria,1277,Nigeria
Entebbe,6 runs,17-Sep-21,Uganda,Kenya,1278,Uganda
Edinburgh,10 runs,17-Sep-21,Scotland,Zimbabwe,1279,Zimbabwe
Edinburgh,6 wickets,19-Sep-21,Scotland,Zimbabwe,1280,Zimbabwe
ICCA Dubai,17 runs,5-Oct-21,U.A.E.,Namibia,1281,Namibia
Episkopi,4 wickets,5-Oct-21,Cyprus,Estonia,1282,Cyprus
Episkopi,8 wickets,5-Oct-21,Cyprus,Estonia,1283,Cyprus
Episkopi,8 wickets,6-Oct-21,Cyprus,Isle of Man,1284,Isle of Man
Episkopi,6 wickets,6-Oct-21,Estonia,Isle of Man,1285,Isle of Man
ICCA Dubai,7 wickets,7-Oct-21,U.A.E.,Ireland,1286,Ireland
Episkopi,3 wickets,7-Oct-21,Cyprus,Isle of Man,1287,Isle of Man
Episkopi,79 runs,7-Oct-21,Cyprus,Estonia,1288,Cyprus
ICCA Dubai,54 runs,8-Oct-21,U.A.E.,Ireland,1289,U.A.E.
Episkopi,39 runs,8-Oct-21,Cyprus,Estonia,1290,Cyprus
ICCA Dubai,8 wickets,8-Oct-21,P.N.G.,Scotland,1291,Scotland
Episkopi,8 wickets,8-Oct-21,Estonia,Isle of Man,1292,Isle of Man
ICCA Dubai,5 wickets,9-Oct-21,Namibia,Scotland,1293,Namibia
ICCA Dubai,7 wickets,10-Oct-21,U.A.E.,Ireland,1294,U.A.E.
ICCA Dubai,14 runs,10-Oct-21,Namibia,P.N.G.,1295,Namibia
Almeria,4 runs,15-Oct-21,Germany,Jersey,1296,Jersey
Almeria,6 wickets,15-Oct-21,Denmark,Italy,1297,Italy
Rwanda,5 wickets,16-Oct-21,Rwanda,Ghana,1298,Ghana
Kigali,54 runs,16-Oct-21,Lesotho,Swaziland,1299,Swaziland
Almeria,6 wickets,16-Oct-21,Denmark,Germany,1300,Germany
Rwanda,9 wickets,16-Oct-21,Ghana,Seychelles,1301,Ghana
Kigali,10 wickets,16-Oct-21,Malawi,Uganda,1302,Uganda
Almeria,41 runs,16-Oct-21,Italy,Jersey,1303,Jersey
Rwanda,6 wickets,17-Oct-21,Lesotho,Seychelles,1304,Seychelles
Kigali,8 wickets,17-Oct-21,Malawi,Swaziland,1305,Malawi
Almeria,5 runs,17-Oct-21,Denmark,Jersey,1306,Jersey
Al Amerat,10 wickets,17-Oct-21,Oman,P.N.G.,1307,Oman
Rwanda,116 runs,17-Oct-21,Ghana,Lesotho,1308,Ghana
Kigali,106 runs,17-Oct-21,Rwanda,Uganda,1309,Uganda
Almeria,4 wickets,17-Oct-21,Germany,Italy,1310,Germany
Al Amerat,6 runs,17-Oct-21,Bangladesh,Scotland,1311,Scotland
Abu Dhabi,7 wickets,18-Oct-21,Ireland,Netherlands,1312,Ireland
Abu Dhabi,7 wickets,18-Oct-21,Namibia,Sri Lanka,1313,Sri Lanka
Rwanda,7 wickets,19-Oct-21,Ghana,Malawi,1314,Ghana
Kigali,10 wickets,19-Oct-21,Lesotho,Uganda,1315,Uganda
Almeria,9 runs,19-Oct-21,Denmark,Italy,1316,Italy
Lagos,6 wickets,19-Oct-21,Nigeria,Sierra Leone,1317,Sierra Leone
Al Amerat,17 runs,19-Oct-21,P.N.G.,Scotland,1318,Scotland
Rwanda,78 runs,19-Oct-21,Rwanda,Seychelles,1319,Rwanda
Kigali,6 wickets,19-Oct-21,Swaziland,Uganda,1320,Uganda
Almeria,4 wickets,19-Oct-21,Germany,Jersey,1321,Jersey
Al Amerat,26 runs,19-Oct-21,Oman,Bangladesh,1322,Bangladesh
Rwanda,21 runs,20-Oct-21,Malawi,Seychelles,1323,Malawi
Kigali,7 wickets,20-Oct-21,Ghana,Swaziland,1324,Ghana
Almeria,8 wickets,20-Oct-21,Italy,Jersey,1325,Jersey
Lagos,6 runs,20-Oct-21,Nigeria,Sierra Leone,1326,Nigeria
Abu Dhabi,6 wickets,20-Oct-21,Namibia,Netherlands,1327,Namibia
Rwanda,7 wickets,20-Oct-21,Seychelles,Swaziland,1328,Seychelles
Kigali,22 runs,"Oct 20-21, 2021",Rwanda,Lesotho,1329,Rwanda
Almeria,12 runs,20-Oct-21,Denmark,Germany,1330,Germany
Abu Dhabi,70 runs,20-Oct-21,Ireland,Sri Lanka,1331,Sri Lanka
Rwanda,79 runs,21-Oct-21,Ghana,Uganda,1332,Uganda
Almeria,1 run,21-Oct-21,Germany,Italy,1333,Italy
Al Amerat,84 runs,21-Oct-21,Bangladesh,P.N.G.,1334,Bangladesh
Marsa,61 runs,21-Oct-21,Malta,Gibraltar,1335,Malta
Lagos,69 runs,21-Oct-21,Nigeria,Sierra Leone,1336,Nigeria
Almeria,4 wickets,21-Oct-21,Denmark,Jersey,1337,Jersey
Al Amerat,8 wickets,21-Oct-21,Oman,Scotland,1338,Scotland
Rwanda,7 wickets,22-Oct-21,Rwanda,Swaziland,1339,Rwanda
Kigali,22 runs,22-Oct-21,Lesotho,Malawi,1340,Malawi
Marsa,9 wickets,22-Oct-21,Gibraltar,Switzerland,1341,Switzerland
Sharjah,8 wickets,22-Oct-21,Ireland,Namibia,1342,Namibia
Rwanda,24 runs,22-Oct-21,Rwanda,Malawi,1343,Malawi
Kigali,95 runs,22-Oct-21,Seychelles,Uganda,1344,Uganda
Marsa,8 wickets,22-Oct-21,Bulgaria,Switzerland,1345,Switzerland
Sharjah,8 wickets,22-Oct-21,Netherlands,Sri Lanka,1346,Sri Lanka
Marsa,37 runs,23-Oct-21,Bulgaria,Gibraltar,1347,Gibraltar
Doha,8 wickets,23-Oct-21,Qatar,Bahrain,1348,Bahrain
Lagos,9 wickets,23-Oct-21,Nigeria,Sierra Leone,1349,Nigeria
Marsa,8 runs,23-Oct-21,Malta,Switzerland,1350,Switzerland
Abu Dhabi,5 wickets,23-Oct-21,Australia,South Africa,1351,Australia
Doha,7 wickets,23-Oct-21,Maldives,Saudi Arabia,1352,Saudi Arabia
Marsa,6 wickets,23-Oct-21,Malta,Bulgaria,1353,Malta
Dubai (DICS),6 wickets,23-Oct-21,England,West Indies,1354,England
Doha,6 wickets,24-Oct-21,Bahrain,Kuwait,1355,Kuwait
Marsa,6 wickets,24-Oct-21,Bulgaria,Gibraltar,1356,Bulgaria
Sharjah,5 wickets,24-Oct-21,Bangladesh,Sri Lanka,1357,Sri Lanka
Doha,98 runs,24-Oct-21,Qatar,Maldives,1358,Qatar
Marsa,6 runs,24-Oct-21,Malta,Switzerland,1359,Malta
Lagos,19 runs,24-Oct-21,Nigeria,Sierra Leone,1360,Nigeria
Dubai (DICS),10 wickets,24-Oct-21,India,Pakistan,1361,Pakistan
Doha,4 wickets,25-Oct-21,Kuwait,Saudi Arabia,1362,Saudi Arabia
Marsa,-,25-Oct-21,Malta,Gibraltar,1363,tied
Sharjah,130 runs,25-Oct-21,Afghanistan,Scotland,1364,Afghanistan
Lagos,36 runs,26-Oct-21,Nigeria,Sierra Leone,1365,Nigeria
Dubai (DICS),8 wickets,26-Oct-21,South Africa,West Indies,1366,South Africa
Sharjah,5 wickets,26-Oct-21,New Zealand,Pakistan,1367,Pakistan
Doha,7 wickets,27-Oct-21,Bahrain,Maldives,1368,Bahrain
Abu Dhabi,8 wickets,27-Oct-21,Bangladesh,England,1369,England
Doha,5 wickets,27-Oct-21,Qatar,Saudi Arabia,1370,Qatar
Abu Dhabi,4 wickets,27-Oct-21,Namibia,Scotland,1371,Namibia
Doha,5 wickets,28-Oct-21,Kuwait,Maldives,1372,Kuwait
Doha,18 runs,28-Oct-21,Bahrain,Saudi Arabia,1373,Bahrain
Dubai (DICS),7 wickets,28-Oct-21,Australia,Sri Lanka,1374,Australia
Sharjah,3 runs,29-Oct-21,Bangladesh,West Indies,1375,West Indies
Doha,2 wickets,29-Oct-21,Qatar,Kuwait,1376,Qatar
Dubai (DICS),5 wickets,29-Oct-21,Afghanistan,Pakistan,1377,Pakistan
Sharjah,4 wickets,30-Oct-21,South Africa,Sri Lanka,1378,South Africa
Dubai (DICS),8 wickets,30-Oct-21,Australia,England,1379,England
Abu Dhabi,62 runs,31-Oct-21,Afghanistan,Namibia,1380,Afghanistan
Dubai (DICS),8 wickets,31-Oct-21,India,New Zealand,1381,New Zealand
Sharjah,26 runs,1-Nov-21,England,Sri Lanka,1382,England
Rwanda,72 runs,2-Nov-21,Botswana,Sierra Leone,1383,Botswana
Abu Dhabi,6 wickets,2-Nov-21,Bangladesh,South Africa,1384,South Africa
Rwanda,87 runs,2-Nov-21,Mozambique,Tanzania,1385,Tanzania
Abu Dhabi,45 runs,2-Nov-21,Namibia,Pakistan,1386,Pakistan
Rwanda,171 runs,3-Nov-21,Cameroon,Mozambique,1387,Mozambique
Dubai (DICS),16 runs,3-Nov-21,New Zealand,Scotland,1388,New Zealand
Rwanda,8 wickets,3-Nov-21,Sierra Leone,Tanzania,1389,Tanzania
Abu Dhabi,66 runs,3-Nov-21,Afghanistan,India,1390,India
Dubai (DICS),8 wickets,4-Nov-21,Australia,Bangladesh,1391,Australia
Abu Dhabi,20 runs,4-Nov-21,Sri Lanka,West Indies,1392,Sri Lanka
Rwanda,9 wickets,5-Nov-21,Botswana,Cameroon,1393,Botswana
Sharjah,52 runs,5-Nov-21,Namibia,New Zealand,1394,New Zealand
Rwanda,5 wickets,5-Nov-21,Mozambique,Sierra Leone,1395,Sierra Leone
Dubai (DICS),8 wickets,5-Nov-21,India,Scotland,1396,India
Rwanda,52 runs,6-Nov-21,Botswana,Mozambique,1397,Botswana
Abu Dhabi,8 wickets,6-Nov-21,Australia,West Indies,1398,Australia
Rwanda,178 runs,6-Nov-21,Cameroon,Tanzania,1399,Tanzania
Sharjah,10 runs,6-Nov-21,England,South Africa,1400,South Africa
Rwanda,6 wickets,7-Nov-21,Cameroon,Sierra Leone,1401,Sierra Leone
Abu Dhabi,8 wickets,7-Nov-21,Afghanistan,New Zealand,1402,New Zealand
Rwanda,3 runs,7-Nov-21,Botswana,Tanzania,1403,Tanzania
Coolidge,10 wickets,7-Nov-21,Belize,U.S.A.,1404,U.S.A.
North Sound,122 runs,7-Nov-21,Bahamas,Canada,1405,Canada
Sharjah,72 runs,7-Nov-21,Pakistan,Scotland,1406,Pakistan
Coolidge,9 wickets,7-Nov-21,Panama,U.S.A.,1407,U.S.A.
Coolidge,145 runs,8-Nov-21,Belize,Canada,1408,Canada
North Sound,12 runs,8-Nov-21,Argentina,Bahamas,1409,Bahamas
Dubai (DICS),9 wickets,8-Nov-21,India,Namibia,1410,India
Coolidge,12 runs,8-Nov-21,Belize,Panama,1411,Belize
North Sound,23 runs,8-Nov-21,Bermuda,U.S.A.,1412,U.S.A.
Coolidge,140 runs,10-Nov-21,Bahamas,Bermuda,1413,Bermuda
North Sound,59 runs,10-Nov-21,Argentina,Belize,1414,Argentina
Abu Dhabi,5 wickets,10-Nov-21,England,New Zealand,1415,New Zealand
Coolidge,-,10-Nov-21,Canada,U.S.A.,1416,tied
North Sound,45 runs,10-Nov-21,Argentina,Panama,1417,Argentina
Coolidge,46 runs,11-Nov-21,Bermuda,Canada,1418,Canada
North Sound,11 runs,11-Nov-21,Bahamas,Belize,1419,Bahamas
Dubai (DICS),5 wickets,11-Nov-21,Australia,Pakistan,1420,Australia
Coolidge,86 runs,11-Nov-21,Bermuda,Panama,1421,Bermuda
North Sound,8 wickets,11-Nov-21,Argentina,U.S.A.,1422,U.S.A.
Coolidge,10 wickets,13-Nov-21,Bahamas,U.S.A.,1423,U.S.A.
North Sound,7 wickets,13-Nov-21,Belize,Bermuda,1424,Bermuda
Coolidge,26 runs,13-Nov-21,Bahamas,Panama,1425,Panama
North Sound,9 wickets,13-Nov-21,Argentina,Canada,1426,Canada
Coolidge,208 runs,14-Nov-21,Canada,Panama,1427,Canada
Dubai (DICS),8 wickets,14-Nov-21,Australia,New Zealand,1428,Australia
Coolidge,3 wickets,14-Nov-21,Argentina,Bermuda,1429,Bermuda
Rwanda,6 wickets,17-Nov-21,Nigeria,Tanzania,1430,Tanzania
Kigali,1 run,17-Nov-21,Kenya,Uganda,1431,Kenya
Rwanda,12 runs,17-Nov-21,Nigeria,Uganda,1432,Uganda
Kigali,49 runs,17-Nov-21,Kenya,Tanzania,1433,Tanzania
Jaipur,5 wickets,17-Nov-21,India,New Zealand,1434,India
Rwanda,8 wickets,18-Nov-21,Tanzania,Uganda,1435,Uganda
Kigali,8 wickets,18-Nov-21,Kenya,Nigeria,1436,Kenya
Rwanda,7 wickets,18-Nov-21,Kenya,Tanzania,1437,Kenya
Kigali,8 wickets,18-Nov-21,Nigeria,Uganda,1438,Uganda
Mirpur,4 wickets,19-Nov-21,Bangladesh,Pakistan,1439,Pakistan
Ranchi,7 wickets,19-Nov-21,India,New Zealand,1440,India
Rwanda,6 wickets,20-Nov-21,Tanzania,Uganda,1441,Uganda
Kigali,60 runs,20-Nov-21,Kenya,Nigeria,1442,Kenya
Mirpur,8 wickets,20-Nov-21,Bangladesh,Pakistan,1443,Pakistan
Rwanda,6 wickets,20-Nov-21,Kenya,Uganda,1444,Uganda
Kigali,69 runs,20-Nov-21,Nigeria,Tanzania,1445,Tanzania
Eden Gardens,73 runs,21-Nov-21,India,New Zealand,1446,India
Mirpur,5 wickets,22-Nov-21,Bangladesh,Pakistan,1447,Pakistan
Karachi,63 runs,13-Dec-21,Pakistan,West Indies,1448,Pakistan
Karachi,9 runs,14-Dec-21,Pakistan,West Indies,1449,Pakistan
Karachi,7 wickets,16-Dec-21,Pakistan,West Indies,1450,Pakistan
Lauderhill,26 runs,22-Dec-21,U.S.A.,Ireland,1451,U.S.A.
Lauderhill,9 runs,23-Dec-21,U.S.A.,Ireland,1452,Ireland
Bridgetown,9 wickets,22-Jan-22,West Indies,England,1453,West Indies
Bridgetown,1 run,23-Jan-22,West Indies,England,1454,England
Bridgetown,20 runs,26-Jan-22,West Indies,England,1455,West Indies
Bridgetown,34 runs,29-Jan-22,West Indies,England,1456,England
Bridgetown,17 runs,30-Jan-22,West Indies,England,1457,West Indies
Sydney,20 runs,11-Feb-22,Australia,Sri Lanka,1458,Australia
Al Amerat,6 wickets,11-Feb-22,Oman,Nepal,1459,Nepal
Al Amerat,25 runs,12-Feb-22,Nepal,U.A.E.,1460,U.A.E.
Al Amerat,9 wickets,12-Feb-22,Oman,Ireland,1461,Ireland
Al Amerat,13 runs,13-Feb-22,Ireland,U.A.E.,1462,U.A.E.
Sydney,-,13-Feb-22,Australia,Sri Lanka,1463,tied
Al Amerat,7 wickets,14-Feb-22,Oman,U.A.E.,1464,Oman
Al Amerat,16 runs,14-Feb-22,Ireland,Nepal,1465,Ireland
Canberra,6 wickets,15-Feb-22,Australia,Sri Lanka,1466,Australia
Eden Gardens,6 wickets,16-Feb-22,India,West Indies,1467,India
Al Amerat,118 runs,18-Feb-22,Canada,Philippines,1468,Canada
Al Amerat,39 runs,18-Feb-22,Oman,Nepal,1469,Nepal
